Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility
Continental,205/55R16,Used,Bavdhan,-34.104944,40.754437,30557,2023-02-10,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Used,Hinjewadi,-21.504421,48.491716,85293,2023-04-08,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,215/60R16,Scrap,Hinjewadi,-47.937628,71.576590,64152,2023-06-12,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Scrap,Hadapsar,55.7279235,-142.638065,99282,2023-01-06,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/45R17,Used,Vishrantwadi,-0.5370945,109.072091,62271,2023-03-06,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Michelin,225/50R17,Used,Kharadi,-16.5277985,-136.207199,76210,2022-11-09,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,205/55R16,Used,Aundh,89.9486345,101.694681,56169,2023-04-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,205/55R16,Used,Shivajinagar,2.631843,55.532929,24278,2023-01-09,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Camp,40.2588435,-164.350706,17157,2023-03-18,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,235/45R17,Used,Bavdhan,-53.4120175,122.156123,01365,2023-05-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,225/45R17,Scrap,Shivajinagar,55.7531365,124.967439,36883,2022-12-01,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,215/60R16,Used,Shivane,71.5104445,174.473117,02285,2023-01-10,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Used,Camp,82.874448,-52.928886,37867,2023-02-17,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Shivajinagar,25.3892415,-79.828126,74933,2023-02-04,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Used,Shivajinagar,-47.6305205,-9.812557,42289,2022-12-26,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Used,Kharadi,-51.6337175,-44.762330,71478,2023-01-23,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,235/45R17,Used,Magarpatta City,-37.5354565,-176.993163,68512,2022-10-24,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Aundh,63.292115,-162.655800,36962,2023-03-17,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Kalyani Nagar,-38.530854,93.956786,55912,2022-12-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,205/55R16,Scrap,Hadapsar,-66.6408195,60.091888,70062,2023-08-29,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Scrap,Shivane,35.5637135,-9.088794,37757,2022-12-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,235/45R17,Used,Shivajinagar,-31.212292,-81.428041,38635,2022-12-18,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Scrap,Deccan,75.2166945,172.726001,73231,2023-03-16,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,235/45R17,Used,Shivajinagar,15.985178,36.881243,37004,2023-02-28,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Scrap,Hadapsar,-25.5584415,-82.670612,08206,2023-02-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,235/45R17,Used,Deccan,29.7148375,-80.802298,04354,2022-12-02,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/50R17,Scrap,Hadapsar,-74.9938285,67.019106,99494,2023-01-01,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Aundh,-9.287709,-73.770949,43822,2022-12-07,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,215/60R16,Used,Hinjewadi,32.385193,-163.891282,63046,2022-11-29,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Used,Hinjewadi,17.408377,-120.719910,55032,2023-05-04,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Scrap,Shivane,-77.1667595,-88.658849,16579,2023-06-23,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Goodyear,225/45R17,Used,Bavdhan,7.156613,-142.064188,37585,2022-10-11,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Vishrantwadi,13.8421475,164.137305,87885,2023-07-02,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/50R17,Scrap,Vishrantwadi,21.400912,155.267109,17757,2022-11-19,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,225/45R17,Used,Koregaon Park,49.3350065,34.197555,55590,2023-04-12,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,235/45R17,Used,Koregaon Park,-76.903098,111.058253,23236,2023-01-25,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Shivajinagar,-63.762307,17.507744,77331,2023-07-26,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Scrap,Deccan,38.7481055,-161.668200,49158,2023-03-25,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,235/45R17,Scrap,Camp,50.111792,31.130582,59517,2023-02-04,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/50R17,Scrap,Shivajinagar,-65.3877995,18.848879,34543,2023-02-07,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Goodyear,225/50R17,Scrap,Kharadi,29.404667,66.610354,04143,2023-01-26,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Used,Hadapsar,22.7049495,-99.468157,84459,2023-03-23,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,215/60R16,Scrap,Kharadi,-36.445233,107.330281,14427,2023-05-23,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Used,Kharadi,2.269164,62.623500,27294,2023-07-20,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Michelin,235/45R17,Scrap,Hadapsar,37.0902215,15.402832,89063,2023-06-04,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,235/45R17,Used,Shivane,60.100239,0.232294,16673,2023-04-19,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Scrap,Deccan,63.1289965,161.354575,02996,2022-10-05,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,225/45R17,Used,Aundh,30.728770,149.377904,98799,2023-08-11,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,205/55R16,Used,Koregaon Park,-79.4920845,23.272187,77114,2023-06-06,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Scrap,Camp,80.978891,81.363985,23590,2023-02-26,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,215/60R16,Used,Bavdhan,31.7040245,50.237849,07168,2022-10-21,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Hadapsar,46.831190,110.535755,64074,2023-02-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Continental,215/60R16,Used,Koregaon Park,-39.9643645,57.988179,15279,2022-12-19,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Scrap,Shivane,-32.3587285,11.615779,74613,2022-11-08,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/50R17,Scrap,Shivajinagar,-19.1742005,-95.935042,01651,2022-10-04,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,215/60R16,Used,Kothrud,-84.918264,49.098586,96844,2023-06-17,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Aundh,-80.1353475,-101.482952,96496,2022-12-25,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,235/45R17,Used,Shivane,62.5233785,19.608040,64068,2023-02-19,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/45R17,Scrap,Hinjewadi,-23.9968425,-68.661748,32340,2023-01-15,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,235/45R17,Used,Shivajinagar,78.428617,-7.793160,40412,2023-04-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,225/50R17,Scrap,Hinjewadi,68.962892,71.938151,27760,2023-07-28,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,225/45R17,Scrap,Koregaon Park,-53.451916,-53.303382,88336,2023-05-02,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Scrap,Deccan,80.7369205,-137.364741,38293,2022-10-01,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,225/45R17,Scrap,Koregaon Park,-61.5416055,-112.290266,72493,2023-05-20,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Scrap,Hinjewadi,-63.9373245,-140.538977,64425,2023-07-15,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Pirelli,235/45R17,Scrap,Aundh,-33.428344,67.532992,54888,2022-10-31,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,235/45R17,Used,Aundh,-5.8715225,-71.543473,11280,2023-08-17,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,205/55R16,Scrap,Vishrantwadi,15.0797915,-159.180908,20365,2023-02-07,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Pirelli,235/45R17,Scrap,Bavdhan,-17.153730,-31.359890,62418,2023-08-20,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Kothrud,-32.0462055,-41.474436,98086,2022-10-07,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Used,Kothrud,66.7195215,-95.601140,82099,2022-12-07,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,205/55R16,Used,Kothrud,35.3608415,-168.380108,57542,2022-11-29,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,235/45R17,Used,Shivajinagar,85.113787,163.496448,09998,2022-09-29,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Magarpatta City,51.226494,71.884284,04652,2023-07-09,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Hadapsar,59.9983725,-179.334435,39120,2023-01-16,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Continental,205/55R16,Scrap,Camp,-61.217468,-28.349870,24190,2023-04-04,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Scrap,Hinjewadi,85.8504975,-76.095151,89411,2023-06-03,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,215/60R16,Scrap,Bavdhan,54.9873845,-111.665008,80935,2022-11-24,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,205/55R16,Scrap,Magarpatta City,-69.742617,-175.449132,45846,2023-04-05,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Scrap,Kharadi,20.534299,-118.725522,87227,2023-01-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Scrap,Kharadi,-28.816760,-14.581116,42291,2023-08-02,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Michelin,235/45R17,Used,Hadapsar,-25.809306,-138.459916,04100,2023-01-24,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,235/45R17,Used,Deccan,-33.194903,-77.929945,07959,2022-10-01,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,215/60R16,Scrap,Deccan,41.195508,15.299074,26485,2022-12-07,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Vishrantwadi,89.9863505,-128.160270,95769,2022-11-06,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Camp,-78.902220,157.132235,56738,2023-02-13,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Shivajinagar,-38.3648455,-19.580423,61075,2022-11-14,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,205/55R16,Used,Shivane,-53.659831,70.307126,43346,2022-10-13,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Deccan,-6.5123295,-174.268621,78937,2022-11-02,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Used,Camp,61.6160215,-54.776174,22082,2023-02-05,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,225/45R17,Used,Deccan,52.897831,12.002648,29322,2023-06-28,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,205/55R16,Used,Hinjewadi,12.6936125,179.616573,75146,2022-11-05,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Michelin,235/45R17,Scrap,Kharadi,-78.307050,-168.586533,10698,2023-06-12,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,235/45R17,Scrap,Shivajinagar,84.6983005,-165.010623,42378,2023-04-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Hadapsar,-38.294643,-159.729401,90896,2023-05-28,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,225/50R17,Scrap,Deccan,-34.091836,66.937563,62657,2023-01-18,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,225/50R17,Scrap,Magarpatta City,-10.031849,-154.622763,39619,2023-05-09,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Magarpatta City,60.6758125,142.215804,03962,2023-04-26,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,215/60R16,Scrap,Kharadi,-32.9044945,46.702851,14367,2023-06-22,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,215/60R16,Scrap,Bavdhan,65.654765,-142.184532,74902,2023-02-22,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Bridgestone,225/50R17,Scrap,Hadapsar,88.909788,-143.738225,58695,2023-07-18,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Michelin,205/55R16,Scrap,Magarpatta City,-6.4614525,-51.049453,68076,2023-09-19,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,235/45R17,Scrap,Koregaon Park,33.980928,92.342180,72070,2023-06-04,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Continental,205/55R16,Used,Hinjewadi,-88.3489205,6.790439,49060,2022-10-30,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,205/55R16,Scrap,Bavdhan,55.1374515,154.523203,63703,2023-07-27,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Used,Aundh,-16.445427,138.717520,04492,2023-05-21,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Bavdhan,45.433533,26.432106,75094,2023-03-23,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Michelin,235/45R17,Used,Shivane,67.6609035,-87.931828,68186,2023-03-18,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,215/60R16,Used,Koregaon Park,-1.2761125,-35.572948,32837,2022-12-11,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Used,Hinjewadi,77.5992495,-92.590087,26834,2023-07-22,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Used,Aundh,-43.6915285,-125.101711,15208,2023-01-15,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Scrap,Camp,10.045792,125.360359,98854,2022-10-09,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Goodyear,225/50R17,Scrap,Kalyani Nagar,-28.249376,-177.671050,42606,2023-06-07,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Scrap,Deccan,-6.4644335,8.073552,77885,2023-01-14,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,215/60R16,Used,Kothrud,-19.175401,-145.425921,02944,2023-01-18,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Continental,215/60R16,Used,Hinjewadi,78.2119505,-105.779461,51636,2023-03-30,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,215/60R16,Scrap,Vishrantwadi,4.724931,-142.579077,72547,2023-08-16,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,215/60R16,Used,Kothrud,-57.6542495,-75.350446,07039,2023-03-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Continental,235/45R17,Scrap,Hadapsar,20.7498115,-118.170316,62175,2023-01-03,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,205/55R16,Used,Aundh,74.500423,134.719333,68906,2023-07-21,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Bridgestone,225/50R17,Used,Koregaon Park,-73.2568025,119.670046,86303,2023-07-28,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Kalyani Nagar,-76.408567,-18.195356,61918,2023-09-18,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,205/55R16,Used,Kharadi,-50.183525,173.897571,12685,2023-02-05,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,235/45R17,Scrap,Camp,-37.7146365,-118.734904,42765,2023-04-11,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Used,Deccan,48.320191,48.573484,46177,2022-11-30,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Michelin,215/60R16,Scrap,Deccan,78.085730,66.658569,13400,2023-01-14,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Bridgestone,215/60R16,Used,Magarpatta City,-61.479674,-36.253060,05375,2023-07-24,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Bridgestone,235/45R17,Scrap,Shivane,-8.6661805,-81.280766,93604,2023-08-23,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Pirelli,205/55R16,Used,Bavdhan,80.6117435,-170.943839,81252,2023-04-07,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Scrap,Camp,-47.3986135,-29.854210,94082,2023-08-24,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Scrap,Bavdhan,6.9240135,139.638267,76684,2022-11-03,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/50R17,Used,Kothrud,50.738644,-40.170014,15245,2023-05-19,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Continental,235/45R17,Used,Kharadi,-74.5754975,-18.326146,17484,2023-01-17,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Continental,205/55R16,Scrap,Camp,11.532624,-46.302577,65715,2023-08-03,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Bridgestone,225/45R17,Used,Kharadi,-76.1455335,139.834077,24910,2023-01-11,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Continental,235/45R17,Used,Aundh,25.340031,-100.130075,53474,2022-10-30,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,235/45R17,Scrap,Shivajinagar,-41.0007365,73.198093,90063,2023-07-08,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B
Pirelli,215/60R16,Used,Shivane,67.786292,-107.199866,05830,2022-10-17,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,215/60R16,Used,Magarpatta City,19.6529745,31.721518,63284,2023-04-30,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A
Bridgestone,215/60R16,Used,Shivane,-24.7425185,28.622479,86290,2023-07-10,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,225/45R17,Used,Koregaon Park,37.3146035,-14.544507,82139,2023-08-04,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,215/60R16,Scrap,Kalyani Nagar,-23.7778675,43.385412,26081,2023-05-03,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Used,Kharadi,13.382900,173.708197,76061,2023-07-13,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B
Goodyear,235/45R17,Scrap,Camp,30.424593,74.865142,60653,2022-12-28,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Bridgestone,225/45R17,Scrap,Koregaon Park,24.4238135,-103.113356,12235,2023-01-08,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Used,Kalyani Nagar,-34.077066,-152.730425,94043,2023-08-18,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Michelin,225/45R17,Scrap,Hadapsar,-20.779576,-35.198525,33795,2023-01-25,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A
Goodyear,235/45R17,Used,Kothrud,61.4503925,43.511633,41402,2023-04-03,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Michelin,235/45R17,Scrap,Camp,-31.211868,-126.066217,36619,2023-02-03,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Michelin,225/45R17,Scrap,Shivane,-80.490423,-111.262154,87280,2023-05-26,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,225/45R17,Used,Shivajinagar,-77.435782,94.418179,03003,2023-07-15,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Used,Vishrantwadi,13.717703,-102.634308,47958,2023-02-22,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,205/55R16,Scrap,Shivane,-41.747386,-46.970897,14085,2023-07-19,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,235/45R17,Scrap,Kalyani Nagar,62.523659,104.477270,87971,2023-01-19,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Pirelli,215/60R16,Used,Magarpatta City,71.555035,160.039802,22957,2023-07-20,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Michelin,235/45R17,Scrap,Shivajinagar,-83.307423,118.787961,30820,2022-10-29,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,225/45R17,Used,Koregaon Park,-88.435668,19.776318,62206,2022-11-03,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Goodyear,235/45R17,Scrap,Kalyani Nagar,39.476857,130.638200,99841,2023-08-08,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Continental,205/55R16,Scrap,Shivajinagar,46.3884365,-37.993647,22774,2023-04-11,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Scrap,Vishrantwadi,19.4247225,-69.110053,65079,2022-10-27,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B
Continental,225/50R17,Scrap,Deccan,8.4242175,19.789939,72540,2023-03-22,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,215/60R16,Used,Magarpatta City,-34.8110905,67.743721,64956,2022-09-27,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Michelin,225/45R17,Used,Hinjewadi,50.6695325,82.890719,13724,2023-01-22,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A
Goodyear,205/55R16,Scrap,Camp,-12.8838135,18.939011,32718,2023-03-24,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Michelin,215/60R16,Scrap,Shivane,54.145486,-98.674328,80491,2023-07-12,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A
Continental,225/45R17,Used,Bavdhan,-22.082411,-60.573425,76556,2023-08-12,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Continental,225/50R17,Scrap,Kalyani Nagar,-60.6568045,-174.711922,80436,2023-07-08,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A
Goodyear,215/60R16,Used,Camp,37.673633,-165.451174,24511,2023-03-08,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,235/45R17,Used,Deccan,-66.5495475,117.409120,98062,2023-06-15,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B
Pirelli,215/60R16,Scrap,Aundh,23.222422,-125.821017,75355,2023-01-09,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
Bridgestone,225/45R17,Scrap,Bavdhan,49.091312,-148.545343,17783,2022-12-06,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B
Bridgestone,225/45R17,Scrap,Camp,36.5262975,32.774166,86893,2022-11-16,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A
Pirelli,235/45R17,Scrap,Shivane,51.163637,15.954290,63431,2022-12-31,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A
Pirelli,225/50R17,Used,Koregaon Park,-36.1054555,-133.903622,11082,2023-02-17,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B
Continental,225/45R17,Used,Koregaon Park,22.360906,146.825906,43842,2023-05-24,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B
