S.No,Tire Brand,Tire Size,Condition,Location,Latitude,Longitude,Pincode,Recycling Date,Tire Type,Recycling Method,Recycled Product,Recycling Facility,Tread_Depths,Odometer_Reading,Age,DOT Date Code
136,Pirelli,205/55R16,Scrap,Kothrud,67.462293,-69.98114,34178,17-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/8,4000,11,DOTMNOP78901520
137,Pirelli,225/50R17,Scrap,Shivajinagar,-9.6383075,-30.275784,90694,30-01-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,60000,7,DOTEFGH90124822
138,Michelin,235/45R17,Used,Shivajinagar,86.0673855,-58.759409,44679,10-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,16500,11,DOTEFGH90124822
139,Michelin,215/60R16,Used,Camp,44.2388465,-12.007317,31689,19-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,16500,7,DOTEFGH90124822
140,Pirelli,215/60R16,Used,Kalyani Nagar,35.788801,87.247658,7808,22-11-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,1,DOTMNOP78901520
141,Michelin,205/55R16,Used,Koregaon Park,76.1309255,111.395402,63352,09-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,54000,11,DOTABCD12343523
142,Bridgestone,225/45R17,Used,Shivane,-64.749051,176.502725,32693,13-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,21500,3,DOTWXYZ56780124
143,Goodyear,225/50R17,Scrap,Magarpatta City,-9.0543515,153.795673,42913,23-09-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,83000,8,DOTWXYZ56780124
144,Bridgestone,205/55R16,Used,Shivajinagar,55.671379,-28.156964,27467,06-08-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,65000,7,DOTEFGH90124822
145,Michelin,215/60R16,Scrap,Kharadi,13.6929185,6.921639,10359,18-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,16500,10,DOTABCD12343523
146,Bridgestone,215/60R16,Scrap,Kharadi,-84.208787,77.210971,72918,19-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,4000,12,DOTWXYZ56780124
147,Continental,225/45R17,Used,Vishrantwadi,9.757023,-124.402786,55193,03-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,51000,2,DOTABCD12343523
148,Pirelli,225/50R17,Used,Hinjewadi,54.445835,-53.084136,1954,14-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,16500,6,DOTIJKL34562719
149,Continental,225/50R17,Used,Hinjewadi,31.090648,-0.473022,87411,18-03-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,7000,11,DOTMNOP78901520
150,Bridgestone,235/45R17,Used,Hadapsar,87.944572,33.535636,10128,23-03-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,7000,5,DOTABCD12343523
151,Bridgestone,235/45R17,Scrap,Camp,27.8293445,-136.55602,78349,12-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,16500,2,DOTWXYZ56780124
152,Continental,215/60R16,Used,Kharadi,-87.713105,122.23487,84357,26-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,83000,11,DOTWXYZ56780124
153,Bridgestone,205/55R16,Used,Kharadi,5.874913,112.736489,68545,28-09-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,7000,4,DOTEFGH90124822
154,Continental,215/60R16,Scrap,Deccan,-87.676695,-136.69281,94668,02-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,51000,9,DOTWXYZ56780124
155,Bridgestone,205/55R16,Used,Kothrud,-81.2910345,-92.985594,4726,16-08-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,4000,9,DOTEFGH90124822
156,Pirelli,235/45R17,Scrap,Magarpatta City,-39.767189,-150.805435,76681,26-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,51000,8,DOTMNOP78901520
157,Pirelli,215/60R16,Used,Kothrud,46.141265,73.364618,13968,31-03-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,51000,8,DOTIJKL34562719
158,Pirelli,215/60R16,Used,Kharadi,41.088557,69.24079,7236,30-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,4000,5,DOTABCD12343523
159,Michelin,225/45R17,Scrap,Vishrantwadi,48.504676,-42.309573,4333,25-02-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,65000,4,DOTIJKL34562719
160,Continental,205/55R16,Used,Magarpatta City,55.7107855,158.74334,47252,24-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/6,51000,7,DOTWXYZ56780124
161,Pirelli,215/60R16,Scrap,Kothrud,-17.4870095,-66.161211,33115,11-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,16500,2,DOTEFGH90124822
162,Michelin,205/55R16,Used,Vishrantwadi,-68.630967,151.776324,10541,01-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,51000,11,DOTWXYZ56780124
163,Goodyear,225/50R17,Scrap,Bavdhan,3.000878,-143.4847,46183,20-10-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/6,83000,8,DOTIJKL34562719
164,Goodyear,235/45R17,Used,Kharadi,79.2082695,-35.7002,26279,20-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,65000,11,DOTABCD12343523
165,Michelin,225/50R17,Scrap,Shivajinagar,-2.993356,-52.878651,91040,20-10-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,60000,8,DOTEFGH90124822
166,Michelin,225/50R17,Used,Hadapsar,64.2583835,102.542115,59398,01-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,65000,6,DOTMNOP78901520
167,Pirelli,205/55R16,Used,Magarpatta City,-88.0660535,42.976057,72243,03-01-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,24000,3,DOTEFGH90124822
168,Michelin,215/60R16,Scrap,Vishrantwadi,-74.885491,-99.424747,88356,16-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,16500,7,DOTABCD12343523
169,Continental,225/50R17,Scrap,Magarpatta City,80.160097,75.580718,29060,30-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/8,51000,1,DOTWXYZ56780124
170,Bridgestone,225/45R17,Scrap,Bavdhan,-3.3151515,-135.118249,48456,28-11-2022,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,65000,5,DOTIJKL34562719
171,Michelin,235/45R17,Scrap,Vishrantwadi,14.961601,67.092912,40011,07-07-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,21500,5,DOTIJKL34562719
172,Continental,215/60R16,Scrap,Bavdhan,22.5795035,-35.423993,34090,01-05-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,51000,1,DOTEFGH90124822
173,Bridgestone,235/45R17,Used,Bavdhan,-39.6227015,30.238575,9923,24-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,60000,7,DOTMNOP78901520
174,Goodyear,225/50R17,Scrap,Shivajinagar,15.5935675,-39.517609,81615,13-04-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,16500,5,DOTWXYZ56780124
175,Continental,235/45R17,Used,Aundh,-27.774336,139.061943,652,23-07-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/6,54000,3,DOTIJKL34562719
176,Pirelli,225/50R17,Used,Kalyani Nagar,34.4305905,122.200871,90528,31-03-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,4000,11,DOTIJKL34562719
177,Continental,225/45R17,Scrap,Aundh,44.5320305,136.316538,8963,05-02-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,83000,11,DOTWXYZ56780124
178,Goodyear,235/45R17,Used,Kharadi,-5.090759,111.821609,98631,13-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,54000,11,DOTWXYZ56780124
179,Pirelli,225/45R17,Scrap,Deccan,27.6037475,6.03011,69464,20-01-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/7,16500,5,DOTMNOP78901520
180,Goodyear,225/45R17,Scrap,Vishrantwadi,57.885457,10.007522,2086,21-11-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,16500,5,DOTABCD12343523
181,Continental,225/45R17,Scrap,Bavdhan,2.169696,78.778601,69698,18-12-2022,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,16500,10,DOTMNOP78901520
182,Michelin,225/45R17,Scrap,Shivajinagar,28.516402,-119.690116,12485,09-08-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,16500,9,DOTWXYZ56780124
183,Goodyear,235/45R17,Used,Shivajinagar,-23.8541495,-48.79933,38591,12-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,5,DOTABCD12343523
184,Bridgestone,205/55R16,Scrap,Magarpatta City,63.301487,20.116259,77670,16-08-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,4000,8,DOTMNOP78901520
185,Pirelli,215/60R16,Used,Deccan,-77.1147155,-7.012704,19393,03-03-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,21500,6,DOTWXYZ56780124
186,Continental,235/45R17,Used,Magarpatta City,-49.7477385,132.297553,40468,25-10-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,54000,7,DOTEFGH90124822
187,Bridgestone,225/45R17,Scrap,Hinjewadi,-3.2616905,-30.127417,43623,26-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,83000,12,DOTWXYZ56780124
188,Continental,205/55R16,Used,Shivajinagar,-22.507078,155.38758,10629,14-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,83000,2,DOTIJKL34562719
189,Bridgestone,205/55R16,Used,Aundh,75.0987375,-88.712812,12449,08-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/8,16500,3,DOTMNOP78901520
190,Pirelli,235/45R17,Scrap,Bavdhan,73.1690055,-49.095306,75915,27-03-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,7000,8,DOTMNOP78901520
191,Pirelli,225/50R17,Scrap,Koregaon Park,-60.0850165,-21.988865,49187,22-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A,0,21500,6,DOTIJKL34562719
192,Pirelli,205/55R16,Scrap,Deccan,43.622138,93.560853,37425,22-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/7,65000,2,DOTIJKL34562719
193,Bridgestone,225/50R17,Scrap,Aundh,62.4341225,-28.680134,18842,22-07-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/6,21500,1,DOTIJKL34562719
194,Bridgestone,225/50R17,Scrap,Magarpatta City,84.4876915,-112.918034,20626,19-10-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A,0,65000,5,DOTWXYZ56780124
195,Continental,225/50R17,Used,Bavdhan,39.263259,47.235462,42365,10-08-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,4000,10,DOTABCD12343523
196,Goodyear,235/45R17,Used,Shivane,-79.589439,16.568046,19887,04-01-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,65000,4,DOTEFGH90124822
197,Michelin,205/55R16,Used,Kothrud,-60.34132,-145.67058,31673,24-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,83000,6,DOTIJKL34562719
198,Michelin,225/45R17,Scrap,Camp,-56.078755,101.45295,75598,09-09-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,7000,10,DOTIJKL34562719
199,Goodyear,225/45R17,Scrap,Hinjewadi,-57.8666815,155.176046,43196,14-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,7000,9,DOTABCD12343523
200,Bridgestone,225/45R17,Used,Kalyani Nagar,-24.9375275,175.999491,79333,04-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B,0,83000,6,DOTMNOP78901520
201,Pirelli,225/45R17,Used,Hinjewadi,75.7423305,23.258795,42019,26-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,83000,6,DOTEFGH90124822
202,Goodyear,235/45R17,Scrap,Koregaon Park,-20.3016,112.38621,62574,20-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,24000,2,DOTABCD12343523
203,Pirelli,235/45R17,Used,Kalyani Nagar,-39.8825405,-4.689895,84445,24-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A,0,60000,7,DOTWXYZ56780124
204,Goodyear,235/45R17,Scrap,Kalyani Nagar,81.1591315,66.878062,74480,29-09-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,54000,5,DOTEFGH90124822
205,Bridgestone,225/45R17,Scrap,Magarpatta City,-66.603882,-142.105711,33060,20-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,54000,8,DOTABCD12343523
206,Michelin,225/45R17,Scrap,Camp,80.6217235,138.831064,90986,18-04-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,4000,2,DOTEFGH90124822
207,Continental,215/60R16,Used,Shivane,82.1296985,-110.671595,66907,18-05-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,6,DOTMNOP78901520
208,Continental,215/60R16,Used,Hadapsar,78.685243,-52.297626,48875,02-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,60000,3,DOTABCD12343523
209,Bridgestone,235/45R17,Scrap,Hinjewadi,5.71699,143.021574,16692,03-05-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,54000,8,DOTABCD12343523
210,Bridgestone,235/45R17,Scrap,Aundh,-29.1055105,-141.496465,90332,02-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,83000,6,DOTWXYZ56780124
211,Bridgestone,225/50R17,Scrap,Bavdhan,49.595307,-124.645953,50990,08-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,83000,7,DOTIJKL34562719
212,Bridgestone,205/55R16,Used,Vishrantwadi,-66.494538,168.856334,7263,10-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,69000,6,DOTABCD12343523
213,Continental,205/55R16,Scrap,Shivajinagar,66.5296655,38.473288,76497,23-08-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A,0,54000,2,DOTIJKL34562719
214,Pirelli,205/55R16,Scrap,Deccan,32.459823,147.833368,75250,02-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/7,51000,2,DOTWXYZ56780124
215,Michelin,225/50R17,Scrap,Deccan,78.9956095,64.331216,65034,19-09-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,69000,2,DOTMNOP78901520
216,Continental,225/50R17,Used,Shivajinagar,63.5092135,145.523246,92411,16-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B,0,65000,12,DOTABCD12343523
217,Continental,225/45R17,Used,Vishrantwadi,-5.7270385,162.277916,6814,10-11-2022,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/8,83000,8,DOTIJKL34562719
218,Goodyear,215/60R16,Scrap,Hadapsar,63.2849325,152.695728,16514,19-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,83000,6,DOTABCD12343523
219,Pirelli,235/45R17,Scrap,Shivajinagar,-1.0775345,93.241573,46993,18-04-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,24000,11,DOTWXYZ56780124
220,Michelin,205/55R16,Scrap,Hinjewadi,-47.081218,149.959609,43652,03-04-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,7000,3,DOTEFGH90124822
221,Michelin,235/45R17,Used,Camp,-45.4560415,-113.544329,42698,09-10-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,65000,5,DOTWXYZ56780124
222,Goodyear,225/50R17,Scrap,Kothrud,-41.867985,-164.041654,75976,26-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,4000,11,DOTWXYZ56780124
223,Continental,235/45R17,Used,Hinjewadi,-1.2589305,2.453265,55287,02-09-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/6,21500,2,DOTMNOP78901520
224,Goodyear,215/60R16,Used,Shivane,46.769077,60.028229,61141,26-09-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/7,24000,12,DOTABCD12343523
225,Pirelli,225/50R17,Used,Deccan,60.446746,-164.58001,97246,30-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,4000,7,DOTIJKL34562719
226,Goodyear,225/45R17,Scrap,Shivane,-59.335884,164.779789,93748,04-05-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,51000,1,DOTWXYZ56780124
227,Bridgestone,235/45R17,Used,Vishrantwadi,25.537022,26.945487,70520,12-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,83000,7,DOTWXYZ56780124
228,Continental,235/45R17,Scrap,Magarpatta City,49.9350865,105.055632,77314,01-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,65000,2,DOTMNOP78901520
229,Michelin,215/60R16,Used,Hinjewadi,37.841999,-175.178847,37581,31-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/8,54000,7,DOTABCD12343523
230,Michelin,225/50R17,Scrap,Kothrud,11.838117,114.723847,72502,24-09-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/6,24000,11,DOTWXYZ56780124
231,Bridgestone,225/50R17,Used,Aundh,5.36062,-84.388789,8733,13-12-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/8,60000,3,DOTABCD12343523
232,Continental,225/45R17,Used,Kothrud,54.6094705,-77.731876,6251,05-04-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/7,21500,1,DOTIJKL34562719
233,Michelin,225/45R17,Scrap,Shivane,-16.951232,-147.092353,39492,10-06-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/8,69000,7,DOTABCD12343523
234,Goodyear,225/50R17,Used,Bavdhan,44.2572675,148.481506,23267,12-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/6,83000,6,DOTABCD12343523
235,Goodyear,205/55R16,Scrap,Deccan,-37.227079,19.693023,83055,27-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,54000,3,DOTWXYZ56780124
236,Goodyear,205/55R16,Scrap,Magarpatta City,-11.1897315,-123.228255,64075,18-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility B, 1/6,83000,1,DOTMNOP78901520
237,Bridgestone,225/45R17,Scrap,Shivane,-37.693139,-171.93762,1332,16-12-2022,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,54000,8,DOTEFGH90124822
238,Michelin,225/45R17,Used,Magarpatta City,40.75187,108.30884,1380,07-03-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/6,51000,6,DOTMNOP78901520
239,Goodyear,225/50R17,Scrap,Shivajinagar,-64.4399925,-16.997862,41022,19-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A, 1/7,83000,3,DOTABCD12343523
240,Bridgestone,225/45R17,Used,Hadapsar,-30.424556,-59.283627,76621,31-10-2022,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,51000,3,DOTIJKL34562719
241,Goodyear,225/50R17,Scrap,Hadapsar,-23.04843,-107.230086,20746,12-07-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/6,21500,1,DOTWXYZ56780124
242,Bridgestone,225/50R17,Used,Vishrantwadi,79.4488695,-30.536902,56821,22-08-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B,0,21500,7,DOTABCD12343523
243,Michelin,225/45R17,Scrap,Kalyani Nagar,66.8832855,123.798967,61263,09-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,60000,3,DOTEFGH90124822
244,Continental,225/50R17,Scrap,Kothrud,-30.321531,-41.282429,61186,01-11-2022,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility A, 1/7,51000,1,DOTABCD12343523
245,Michelin,215/60R16,Scrap,Hadapsar,-66.7942715,155.840916,99056,11-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,65000,12,DOTIJKL34562719
246,Pirelli,225/45R17,Scrap,Koregaon Park,48.7844115,161.965845,80766,05-07-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility A, 1/7,24000,8,DOTWXYZ56780124
247,Bridgestone,205/55R16,Scrap,Shivajinagar,11.170149,-101.847882,35440,13-05-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility A,0,65000,11,DOTIJKL34562719
248,Pirelli,215/60R16,Used,Hinjewadi,18.522161,-7.757776,69323,08-02-2023,Light Truck Tire (LTT),Pyrolysis,Tire-Derived Fuel,Facility B, 1/8,60000,9,DOTIJKL34562719
249,Continental,225/50R17,Used,Magarpatta City,35.255747,-116.192539,8905,26-08-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A,0,69000,11,DOTIJKL34562719
250,Continental,225/50R17,Used,Kharadi,82.3718505,-74.570451,30822,01-01-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,24000,5,DOTWXYZ56780124
251,Goodyear,215/60R16,Used,Shivajinagar,-68.18864,88.6778,39036,16-12-2022,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,65000,12,DOTWXYZ56780124
252,Goodyear,225/45R17,Used,Vishrantwadi,52.8750865,144.410201,55563,12-03-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B, 1/7,51000,9,DOTIJKL34562719
253,Goodyear,205/55R16,Scrap,Deccan,15.244239,-77.761187,58742,04-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/6,54000,11,DOTEFGH90124822
254,Bridgestone,205/55R16,Scrap,Koregaon Park,-53.3095565,106.987755,26375,30-08-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,54000,7,DOTMNOP78901520
255,Michelin,235/45R17,Used,Deccan,60.8058795,-3.990953,78836,21-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B, 1/8,60000,5,DOTIJKL34562719
256,Bridgestone,205/55R16,Used,Hinjewadi,44.501197,125.684289,63049,16-09-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B,0,4000,10,DOTMNOP78901520
257,Bridgestone,235/45R17,Used,Vishrantwadi,-41.648049,-94.445155,63972,23-06-2023,Passenger Car Tire (PCT),Pyrolysis,Tire-Derived Fuel,Facility B,0,4000,3,DOTMNOP78901520
258,Continental,225/45R17,Used,Kothrud,77.835717,158.891859,33891,27-02-2023,Passenger Car Tire (PCT),Pyrolysis,Crumb Rubber,Facility B,0,24000,2,DOTABCD12343523
259,Bridgestone,225/45R17,Used,Vishrantwadi,34.6952135,91.311368,94734,30-06-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/8,21500,5,DOTEFGH90124822
260,Pirelli,225/50R17,Scrap,Hinjewadi,-53.419399,146.34514,62463,26-01-2023,Light Truck Tire (LTT),Shredding,Crumb Rubber,Facility B, 1/8,16500,3,DOTEFGH90124822
261,Bridgestone,215/60R16,Scrap,Koregaon Park,74.8246265,-141.742823,59937,09-04-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility A, 1/7,54000,7,DOTMNOP78901520
262,Goodyear,225/45R17,Used,Camp,41.311464,-122.753451,98342,14-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A,0,65000,12,DOTIJKL34562719
263,Michelin,235/45R17,Used,Magarpatta City,40.289835,-87.99174,85108,28-07-2023,Light Truck Tire (LTT),Shredding,Tire-Derived Fuel,Facility A, 1/8,24000,10,DOTMNOP78901520
264,Continental,215/60R16,Used,Koregaon Park,29.739812,-164.216647,89680,19-05-2023,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility A, 1/8,54000,8,DOTMNOP78901520
265,Continental,225/50R17,Used,Kalyani Nagar,-60.7299515,-174.345031,8497,12-02-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility A, 1/7,69000,5,DOTWXYZ56780124
266,Bridgestone,205/55R16,Used,Magarpatta City,-44.0025655,-26.663107,16344,14-01-2023,Light Truck Tire (LTT),Pyrolysis,Crumb Rubber,Facility B, 1/8,21500,12,DOTIJKL34562719
267,Michelin,205/55R16,Used,Hinjewadi,-51.4952605,-106.501514,15570,03-12-2022,Passenger Car Tire (PCT),Shredding,Crumb Rubber,Facility B, 1/7,21500,4,DOTEFGH90124822
268,Continental,235/45R17,Used,Kharadi,-3.582692,34.345677,6428,02-06-2023,Passenger Car Tire (PCT),Shredding,Tire-Derived Fuel,Facility B,0,21500,7,DOTWXYZ56780124
